71774;2;01-06-2008;13-06-2008;08-06-2008;5;0;SO71774;29847;1092;1092;CARGO TRANSPORT 5;;880.3484;70.4279;22.0087;972.7850;;1;356.8980;0.0000;356.898000;ML Road Frame-W - Yellow, 48;Yellow;360.9428
71774;2;01-06-2008;13-06-2008;08-06-2008;5;0;SO71774;29847;1092;1092;CARGO TRANSPORT 5;;880.3484;70.4279;22.0087;972.7850;;1;356.8980;0.0000;356.898000;ML Road Frame-W - Yellow, 38;Yellow;360.9428
71776;2;01-06-2008;13-06-2008;08-06-2008;5;0;SO71776;30072;640;640;CARGO TRANSPORT 5;;78.8100;6.3048;1.9703;87.0851;;1;63.9000;0.0000;63.900000;Rear Brakes;Silver;47.2860
71780;2;01-06-2008;13-06-2008;08-06-2008;5;0;SO71780;30113;653;653;CARGO TRANSPORT 5;;38418.6895;3073.4952;960.4672;42452.6519;;4;218.4540;0.0000;873.816000;ML Mountain Frame-W - Silver, 42;Silver;199.3757
71780;2;01-06-2008;13-06-2008;08-06-2008;5;0;SO71780;30113;653;653;CARGO TRANSPORT 5;;38418.6895;3073.4952;960.4672;42452.6519;;2;461.6940;0.0000;923.388000;Mountain-400-W Silver, 46;Silver;419.7784
71780;2;01-06-2008;13-06-2008;08-06-2008;5;0;SO71780;30113;653;653;CARGO TRANSPORT 5;;38418.6895;3073.4952;960.4672;42452.6519;;6;112.9980;0.4000;406.792800;Mountain-500 Silver, 52;Silver;308.2179
71780;2;01-06-2008;13-06-2008;08-06-2008;5;0;SO71780;30113;653;653;CARGO TRANSPORT 5;;38418.6895;3073.4952;960.4672;42452.6519;;2;818.7000;0.0000;1637.400000;HL Mountain Frame - Silver, 38;Silver;747.2002
71780;2;01-06-2008;13-06-2008;08-06-2008;5;0;SO71780;30113;653;653;CARGO TRANSPORT 5;;38418.6895;3073.4952;960.4672;42452.6519;;1;323.9940;0.0000;323.994000;Mountain-500 Black, 42;Black;294.5797
71780;2;01-06-2008;13-06-2008;08-06-2008;5;0;SO71780;30113;653;653;CARGO TRANSPORT 5;;38418.6895;3073.4952;960.4672;42452.6519;;1;149.8740;0.0000;149.874000;LL Mountain Frame - Black, 48;Black;136.7850
71780;2;01-06-2008;13-06-2008;08-06-2008;5;0;SO71780;30113;653;653;CARGO TRANSPORT 5;;38418.6895;3073.4952;960.4672;42452.6519;;1;809.7600;0.0000;809.760000;HL Mountain Frame - Black, 42;Black;739.0410
71780;2;01-06-2008;13-06-2008;08-06-2008;5;0;SO71780;30113;653;653;CARGO TRANSPORT 5;;38418.6895;3073.4952;960.4672;42452.6519;;4;1376.9940;0.0000;5507.976000;Mountain-200 Black, 38;Black;1251.9813
71780;2;01-06-2008;13-06-2008;08-06-2008;5;0;SO71780;30113;653;653;CARGO TRANSPORT 5;;38418.6895;3073.4952;960.4672;42452.6519;;2;158.4300;0.0000;316.860000;LL Mountain Frame - Silver, 44;Silver;144.5938
71780;2;01-06-2008;13-06-2008;08-06-2008;5;0;SO71780;30113;653;653;CARGO TRANSPORT 5;;38418.6895;3073.4952;960.4672;42452.6519;;4;1391.9940;0.0000;5567.976000;Mountain-200 Silver, 42;Silver;1265.6195
71780;2;01-06-2008;13-06-2008;08-06-2008;5;0;SO71780;30113;653;653;CARGO TRANSPORT 5;;38418.6895;3073.4952;960.4672;42452.6519;;1;48.5940;0.0000;48.594000;HL Mountain Pedal;Silver/Black;35.9596
71780;2;01-06-2008;13-06-2008;08-06-2008;5;0;SO71780;30113;653;653;CARGO TRANSPORT 5;;38418.6895;3073.4952;960.4672;42452.6519;;6;41.9940;0.0000;251.964000;Women's Mountain Shorts, S;Black;26.1763
71780;2;01-06-2008;13-06-2008;08-06-2008;5;0;SO71780;30113;653;653;CARGO TRANSPORT 5;;38418.6895;3073.4952;960.4672;42452.6519;;1;112.9980;0.4000;67.798800;Mountain-500 Silver, 42;Silver;308.2179
71780;2;01-06-2008;13-06-2008;08-06-2008;5;0;SO71780;30113;653;653;CARGO TRANSPORT 5;;38418.6895;3073.4952;960.4672;42452.6519;;2;323.9940;0.0000;647.988000;Mountain-500 Black, 40;Black;294.5797
71780;2;01-06-2008;13-06-2008;08-06-2008;5;0;SO71780;30113;653;653;CARGO TRANSPORT 5;;38418.6895;3073.4952;960.4672;42452.6519;;3;323.9940;0.0000;971.982000;Mountain-500 Black, 44;Black;294.5797
